LR_comb	lig_cell_type	lig_expr	ligand	rec_cell_type	rec_expr	receptor	LR_expr	lig_nr	rec_nr	rand_expr	av_diff	log2fc	pvalue	LR_cell_comb	p.adj	PI
THBS2-ITGAV	Fibroblasts	1.67416598605572	THBS2	Muscle	0.494853920632813	ITGAV	2.16901990668854	71	26	1.77430426066035	0.394715646028191	0.275714097769234	0	Fibroblasts--Muscle	0	0.324169185792557
THBS2-ITGAV	Fibroblasts	1.73674179021101	THBS2	Neural	0.406143823068177	ITGAV	2.14288561327919	68	28	1.6838900524787	0.45899556080049	0.330329345594469	0	Fibroblasts--Neural	0	0.484923490473631
THBS2-ITGAV	Fibroblasts	0.66019993541399	THBS2	Epithelial	0.228692182493968	ITGAV	0.888892117907959	38	29	1.46515468481619	-0.57626256690823	-0.662420200826969	0	Fibroblasts--Epithelial	0	-1.21534817509013
THBS2-ITGB1	Fibroblasts	1.67416598605572	THBS2	Muscle	1.89743622949077	ITGB1	3.57160221554649	71	26	3.17688656951831	0.394715646028191	0.164084030038759	0	Fibroblasts--Muscle	0	0.192920807639461
THBS2-ITGB1	Fibroblasts	1.73674179021101	THBS2	Neural	1.67742007282381	ITGB1	3.41416186303483	68	28	2.95516630223434	0.45899556080049	0.201929731139971	0	Fibroblasts--Neural	0	0.29643285212392
THBS2-SDC1	Fibroblasts	1.73674179021101	THBS2	Neural	0.118592963292323	SDC1	1.85533475350334	68	28	1.39633919270285	0.45899556080049	0.38597837335821	0	Fibroblasts--Neural	0	0.566616265107664
THBS2-SDC1	Fibroblasts	1.67416598605572	THBS2	Muscle	0.120716117019363	SDC1	1.79488210307509	71	26	1.4001664570469	0.394715646028191	0.336985499036844	0	Fibroblasts--Muscle	0	0.396208665898918
THBS2-SDC1	Fibroblasts	0.66019993541399	THBS2	Epithelial	0.287913238481793	SDC1	0.948113173895784	38	29	1.58600225131915	-0.637889077423372	-0.685811957093818	0	Fibroblasts--Epithelial	0	-1.25826523627814
THBS2-SDC4	Fibroblasts	1.73674179021101	THBS2	Neural	0.113285224684906	SDC4	1.85002701489592	68	28	1.39103145409543	0.45899556080049	0.387183418278923	0	Fibroblasts--Neural	0	0.568385271091914
THBS2-SDC4	Fibroblasts	1.67416598605572	THBS2	Muscle	0.0697290880632543	SDC4	1.74389507411898	71	26	1.34917942809079	0.394715646028191	0.347520331109711	0	Fibroblasts--Muscle	0	0.408594931103176
THBS2-SDC4	Fibroblasts	0.66019993541399	THBS2	Epithelial	0.19572371640283	SDC4	0.85592365181682	38	29	1.64472481475231	-0.788801162935493	-0.868032204482662	0	Fibroblasts--Epithelial	0	-1.59258632861807
THBS3-SDC4	Fibroblasts	0.105842547087032	THBS3	Epithelial	0.19572371640283	SDC4	0.301566263489862	38	29	0.705007293872338	-0.403441030382475	-1.00336378477672	0	Fibroblasts--Epithelial	0	-1.84088037058285
THY1-ITGAM	Myofibroblast_Mesothelium	0.460447598927375	THY1	Epithelial	0	ITGAM	0.460447598927375	35	35	0.750878270217571	-0.290430671290195	-0.602373260049812	0	Myofibroblast_Mesothelium--Epithelial	0	-0.697557388446273
THY1-ITGB2	Myofibroblast_Mesothelium	0.460447598927375	THY1	Epithelial	0.0350252497270125	ITGB2	0.495472848654388	35	35	0.807950738022691	-0.312477889368303	-0.608578296391626	0	Myofibroblast_Mesothelium--Epithelial	0	-0.704742914818164
TNC-ITGB6	Fibroblasts	0.251535910590706	TNC	Myofibroblast_Mesothelium	0	ITGB6	0.251535910590706	56	42	0.460635333827589	-0.209099423236882	-0.673390599500714	0	Fibroblasts--Myofibroblast_Mesothelium	0	-1.14616685322221
TNXB-ITGA2B	Fibroblasts	0.0769486249238123	TNXB	Epithelial	0	ITGA2B	0.0769486249238123	38	29	0.475169225347215	-0.398220600423404	-1.70065593532889	0	Fibroblasts--Epithelial	0	-3.12020841888253
TNXB-ITGA9	Fibroblasts	0.0769486249238123	TNXB	Epithelial	0.0589869542107986	ITGA9	0.135935579134611	38	29	0.521753125594191	-0.385817546459579	-1.39794886128759	0	Fibroblasts--Epithelial	0	-2.56482908479264
TNXB-ITGB6	Fibroblasts	0.0769486249238123	TNXB	Epithelial	0.133101571854558	ITGB6	0.21005019677837	38	29	0.599393177109113	-0.389342980330743	-1.17360191685924	0	Fibroblasts--Epithelial	0	-2.1532177704673
TNXB-SDC4	Fibroblasts	0.0769486249238123	TNXB	Epithelial	0.19572371640283	SDC4	0.272672341326642	38	29	0.845675027308102	-0.573002685981461	-1.34343674924498	0	Fibroblasts--Epithelial	0	-2.46481523284703
VIP-VIPR1	Fibroblasts	0.708796769978554	VIP	Muscle	0.0397388368367496	VIPR1	0.748535606815303	71	26	0.493988935277477	0.254546671537826	0.514539143362515	0	Fibroblasts--Muscle	0	0.604966291211673
VIP-VIPR1	Fibroblasts	0.229246739556398	VIP	Myofibroblast_Mesothelium	0.143514198078163	VIPR1	0.37276093763456	56	42	0.636354765547838	-0.263593827913278	-0.639290168045194	0	Fibroblasts--Myofibroblast_Mesothelium	0	-1.08812508037318
VIP-VIPR2	Fibroblasts	0.708796769978554	VIP	Muscle	0.325268188351128	VIPR2	1.03406495832968	71	26	0.779518286791854	0.254546671537826	0.366717799672677	0	Fibroblasts--Muscle	0	0.431166238858877
VIP-VIPR2	Fibroblasts	0.0420317964716688	VIP	Epithelial	0	VIPR2	0.0420317964716688	38	29	0.47491002256427	-0.432878226092602	-2.01712224173881	0	Fibroblasts--Epithelial	0	-3.70083193774963
WNT11-FZD7	Epithelial	0	WNT11	Fibroblasts	0.0595045343814162	FZD7	0.0595045343814162	29	38	0.42852088306193	-0.369016348680514	-1.72836303951014	0	Epithelial--Fibroblasts	0	-3.17104288688587
WNT2B-FZD7	Epithelial	0.061570249522567	WNT2B	Fibroblasts	0.0595045343814162	FZD7	0.121074783903983	29	38	0.431086735761238	-0.310011951857254	-1.26441301888415	0	Epithelial--Fibroblasts	0	-2.31982969894732
WNT4-FZD7	Epithelial	0.0836346122681606	WNT4	Fibroblasts	0.0595045343814162	FZD7	0.143139146649577	29	38	0.451579561309278	-0.308440414659702	-1.18178680564429	0	Epithelial--Fibroblasts	0	-2.16823465798947
WNT5A-FZD2	Fibroblasts	0.359369494914148	WNT5A	Myofibroblast_Mesothelium	0.354098153815387	FZD2	0.713467648729534	56	42	0.508587105925186	0.204880542804349	0.418621203717027	0	Fibroblasts--Myofibroblast_Mesothelium	0	0.712528134654976
WNT5A-FZD3	Fibroblasts	0.359369494914148	WNT5A	Myofibroblast_Mesothelium	0.0549070995825278	FZD3	0.414276594496675	56	42	0.239552024107268	0.174724570389407	0.598911863544928	0	Fibroblasts--Myofibroblast_Mesothelium	0	1.01939784503335
WNT5A-FZD4	Fibroblasts	0.359369494914148	WNT5A	Myofibroblast_Mesothelium	0.101262226392511	FZD4	0.460631721306658	56	42	0.27693779586693	0.183693925439729	0.572726913841513	0	Fibroblasts--Myofibroblast_Mesothelium	0	0.974828881009201
WNT5A-FZD6	Fibroblasts	0.359369494914148	WNT5A	Myofibroblast_Mesothelium	0.0505967172056457	FZD6	0.409966212119793	56	42	0.236297112622908	0.173669099496886	0.600665272057902	0	Fibroblasts--Myofibroblast_Mesothelium	0	1.02238229227573
WNT5A-FZD7	Epithelial	0.0334862741741898	WNT5A	Fibroblasts	0.0595045343814162	FZD7	0.092990808555606	29	38	0.458333109455072	-0.365342300899466	-1.53259397239445	0	Epithelial--Fibroblasts	0	-2.81186365569529
WNT5A-FZD8	Endothelial	0.449747155523427	WNT5A	Myofibroblast_Mesothelium	0.566174703244389	FZD8	1.01592185876782	7	14	0.514607148153876	0.50131471061394	0.860499556205272	0	Endothelial--Myofibroblast_Mesothelium	0	0.536006889149017
WNT5B-FZD7	Epithelial	0.0621159260825985	WNT5B	Fibroblasts	0.0595045343814162	FZD7	0.121620460464015	29	38	0.444178054195843	-0.322557593731829	-1.29598769609054	0	Epithelial--Fibroblasts	0	-2.37776003723402
WNT5B-FZD8	Muscle	0	WNT5B	Neural	0.0602742384843688	FZD8	0.0602742384843688	17	18	0.273871875672031	-0.213597637187663	-1.22200139523645	0	Muscle--Neural	0	-0.464194270822091
