ip	d_ori	d_shu	d_rat	p_val	pathway	ip_type
NRXN2 - NLGN1	4.768426619190113	3.796090004499567	1.256141612432271	0.102	NRXN	Cell-Cell Contact
LAMA2 - ITGA6	5.790946811225053	6.86679578636221	0.8433259108602232	0.102	LAMININ	ECM-Receptor
LAMA2 - ITGA9	7.520815677097513	8.622503227702694	0.872231123432272	0.104	LAMININ	ECM-Receptor
DLL4 - NOTCH1	12.913390046529164	14.441943246272642	0.8941587587156606	0.104	NOTCH	Cell-Cell Contact
JAG1 - NOTCH1	15.669557117899073	13.772125925110469	1.137773296810266	0.106	NOTCH	Cell-Cell Contact
LAMB1 - (ITGA3+ITGB1)	48.737885011997996	54.93076297590706	0.8872602958996711	0.106	LAMININ	ECM-Receptor
LAMC3 - CD44	8.328339858603556	7.142808078792912	1.1659755892546662	0.106	LAMININ	ECM-Receptor
SEMA3C - (NRP2+PLXNA4)	16.918196337589645	14.476021973431278	1.1687047980889114	0.106	SEMA3	Secreted Signaling
COL4A2 - ITGAV	20.615201565445687	22.629796731579987	0.9109759937294124	0.106	COLLAGEN	ECM-Receptor
LAMA5 - (ITGA2+ITGB1)	14.384730343853224	16.24916589251249	0.8852596151093278	0.106	LAMININ	ECM-Receptor
COL6A2 - (ITGA2+ITGB1)	69.0550139821352	77.28991394446011	0.893454403788799	0.106	COLLAGEN	ECM-Receptor
LRRC4B - PTPRF	9.936968959869494	8.666864694198859	1.1465471436886254	0.106	NGL	Cell-Cell Contact
COL4A6 - ITGA9	6.701128291624679	7.663522128426754	0.8744188611092788	0.108	COLLAGEN	ECM-Receptor
COL9A3 - ITGA9	9.249120025133763	7.939206135797711	1.1649930568535911	0.108	COLLAGEN	ECM-Receptor
SEMA3B - (NRP1+PLXNA4)	30.750700858339894	25.427607000135907	1.2093430914743781	0.108	SEMA3	Secreted Signaling
SEMA3G - (NRP2+PLXNA2)	6.269673955750033	5.3031792820820955	1.1822481613875364	0.11	SEMA3	Secreted Signaling
GDF11 - ACVR1B	7.354299265755465	6.257975488800007	1.1751882504042346	0.11	GDF	Secreted Signaling
SEMA3C - PLXNA4	14.043903564044774	12.171196003305049	1.1538638898125704	0.11	SEMA3	Secreted Signaling
SEMA3C - (NRP2+PLXNA1)	10.735842918886432	9.270003878250392	1.1581271226946563	0.11	SEMA3	Secreted Signaling
LAMA1 - (ITGA3+ITGB1)	4.0168949665113605	4.969512031635479	0.8083077253742739	0.11	LAMININ	ECM-Receptor
SEMA4A - (NRP1+PLXNA1)	8.242807356741816	7.0468309145167245	1.1697183395959363	0.112	SEMA4	Cell-Cell Contact
LAMA5 - (ITGA3+ITGB1)	14.259326673418782	15.975322329020923	0.8925845989044712	0.112	LAMININ	ECM-Receptor
BMP5 - ACVR1	6.392451073048335	5.39866236032931	1.1840805455850743	0.114	BMP	Secreted Signaling
WNT5B - FZD2	6.269616541636581	7.251776693182853	0.8645628246565332	0.114	ncWNT	Secreted Signaling
COL4A5 - ITGA1	12.348951529964742	10.90168461788887	1.1327562631651453	0.116	COLLAGEN	ECM-Receptor
TGFB2 - (ACVR1B+TGFBR2)	5.0679056534591815	4.160678467999434	1.2180478958990473	0.116	TGFb	Secreted Signaling
COL4A5 - (ITGAV+ITGB8)	13.339222507723434	15.533148666391098	0.8587584394003364	0.116	COLLAGEN	ECM-Receptor
COL6A3 - ITGAV	29.739009396166786	32.628749242068146	0.9114357763313946	0.116	COLLAGEN	ECM-Receptor
LAMA1 - DAG1	7.267373675128212	8.262917347081464	0.8795166851929256	0.118	LAMININ	ECM-Receptor
GDF11 - ACVR2A	7.508029980558799	6.434300057504772	1.1668759481929447	0.118	GDF	Secreted Signaling
BTC - EGFR	6.936933088585099	5.926933145264819	1.170408526393991	0.118	EGF	Secreted Signaling
COL9A2 - SDC4	7.752666505702578	6.686753505100989	1.1594066537353975	0.118	COLLAGEN	ECM-Receptor
INHBA - ACVR1B	7.936745578406399	6.819562235625491	1.1638203896644166	0.12	ACTIVIN	Secreted Signaling
THBS4 - CD47	12.882121042181547	11.446586884035996	1.1254115460520044	0.12	THBS	ECM-Receptor
COL6A3 - ITGA9	37.83955586145275	35.08629092539759	1.0784712451341552	0.12	COLLAGEN	ECM-Receptor
ANGPTL2 - (ITGA5+ITGB1)	10.198539057584554	11.535280995448531	0.8841170892680106	0.12	ANGPTL	Secreted Signaling
LAMB1 - ITGA1	31.79341576314732	28.938073857774995	1.0986707656980135	0.122	LAMININ	ECM-Receptor
COL4A2 - (ITGA3+ITGB1)	39.50790226744305	43.32713790028446	0.91185119031792	0.122	COLLAGEN	ECM-Receptor
ANGPTL4 - SDC2	12.762865396302969	14.193483692397328	0.8992059788069745	0.122	ANGPTL	Secreted Signaling
COL4A6 - (ITGA2+ITGB1)	6.872450219397714	5.615215506478347	1.2238978560072857	0.122	COLLAGEN	ECM-Receptor
LAMC1 - (ITGA2+ITGB1)	23.595823783107086	26.1510756870319	0.9022888414034937	0.122	LAMININ	ECM-Receptor
LAMC1 - (ITGA3+ITGB1)	23.243935194485864	25.62643536481283	0.907029591263468	0.124	LAMININ	ECM-Receptor
ANGPTL4 - ITGB1	30.70143865580788	33.579840833869305	0.9142818397412351	0.124	ANGPTL	Secreted Signaling
WNT5A - FZD6	6.872706317917843	5.90183771503105	1.1645027616422159	0.124	ncWNT	Secreted Signaling
FGF2 - FGFR2	10.066084602566487	8.92589676101645	1.1277393041929153	0.124	FGF	Secreted Signaling
THBS3 - (ITGA3+ITGB1)	7.2435906168493895	8.530445269389528	0.8491456645108714	0.126	THBS	ECM-Receptor
NRXN2 - NLGN2	8.64501895766393	7.684751281180125	1.1249575479216212	0.13	NRXN	Cell-Cell Contact
LGALS9 - CD44	8.516022755117659	7.360390882599755	1.1570068615852809	0.13	GALECTIN	Secreted Signaling
LAMA3 - (ITGAV+ITGB8)	2.3961388550101512	3.0724492488441593	0.7798790674611036	0.13	LAMININ	ECM-Receptor
CLCF1 - CNTFR	8.826490942759358	7.799559010955316	1.1316653839481958	0.132	LIFR	Secreted Signaling
COL9A3 - (ITGAV+ITGB8)	6.737667196659532	7.767604715870059	0.8674060335348615	0.132	COLLAGEN	ECM-Receptor
PDGFA - PDGFRA	18.896102133218903	17.2535000763067	1.0952039904742517	0.132	PDGF	Secreted Signaling
LAMA4 - ITGB1	21.917450854187322	24.218573248475543	0.9049852206123221	0.134	LAMININ	ECM-Receptor
IL33 - IL1RAP	4.820045651829085	4.0890825587195705	1.1787596808361835	0.134	IL1	Secreted Signaling
LAMA3 - ITGA7	6.0922313851857925	5.273271925241039	1.1553038552828507	0.134	LAMININ	ECM-Receptor
ANGPT2 - TEK	7.207410203544228	6.21800418814936	1.1591195479219099	0.134	ANGPT	Secreted Signaling
COL9A2 - CD44	7.8045592390895635	6.844379464507921	1.1402873378895386	0.134	COLLAGEN	ECM-Receptor
PTN - SDC3	22.554536223646632	25.026882927518578	0.901212359883881	0.136	PTN	Secreted Signaling
LAMC1 - DAG1	17.14638851270491	15.796797153847253	1.0854344931895874	0.136	LAMININ	ECM-Receptor
LAMB1 - (ITGA6+ITGB1)	33.60288096074749	36.37934434375676	0.9236802247788242	0.136	LAMININ	ECM-Receptor
SEMA3F - PLXNA1	6.933601450040431	7.956819037418158	0.8714036875080494	0.138	SEMA3	Secreted Signaling
FN1 - (ITGA8+ITGB1)	63.49539330293437	69.88065413267697	0.9086262012141529	0.138	FN1	ECM-Receptor
GUCA2B - GUCY2C	2.8416075888698322	3.6722916369062952	0.7737968194878256	0.14	GUCA	Secreted Signaling
LAMA2 - (ITGAV+ITGB8)	4.703386238606564	3.895961563045338	1.2072465712238931	0.142	LAMININ	ECM-Receptor
COL4A2 - (ITGA2+ITGB1)	40.61947255135439	44.40192887567631	0.9148132430257107	0.142	COLLAGEN	ECM-Receptor
SEMA3D - PLXNA4	7.561436694612636	6.649297437768143	1.137178290696326	0.142	SEMA3	Secreted Signaling
SEMA3A - (NRP1+PLXNA4)	25.45814727486555	21.599758685931846	1.1786310969967786	0.144	SEMA3	Secreted Signaling
LAMC3 - DAG1	8.793361009588512	7.872963474029792	1.1169061102080298	0.146	LAMININ	ECM-Receptor
GDF11 - (ACVR1B+ACVR2B)	7.01952956723315	6.069717943521222	1.1564836508961263	0.146	GDF	Secreted Signaling
COL4A5 - ITGA3	11.673475570468058	10.502743203685519	1.1114691984825182	0.146	COLLAGEN	ECM-Receptor
BMP4 - (BMPR1A+ACVR2B)	13.343591047157501	11.896741868136901	1.1216172625293066	0.148	BMP	Secreted Signaling
EFNB2 - EPHB2	5.9171142767124625	6.816310774222153	0.8680816460261376	0.148	EPHB	Cell-Cell Contact
SEMA3F - (NRP2+PLXNA4)	10.379819312645788	9.088456204359813	1.1420882798187988	0.148	SEMA3	Secreted Signaling
COL4A1 - SDC1	44.3118938043117	41.17604919306471	1.076157005655005	0.148	COLLAGEN	ECM-Receptor
LAMB1 - SV2C	72.49643932114255	66.1668742704459	1.0956606326124099	0.15	LAMININ	ECM-Receptor
TGFB1 - (ACVR1B+TGFBR2)	5.353166369560883	4.641742878251748	1.1532664583043608	0.15	TGFb	Secreted Signaling
LAMA2 - ITGA3	3.908624861619516	4.68479987633589	0.8343205611328179	0.152	LAMININ	ECM-Receptor
WNT5B - FZD10	5.470350868470949	4.768773158477761	1.147119119882217	0.152	ncWNT	Secreted Signaling
COL6A1 - (ITGA3+ITGB1)	73.30248664101391	80.5461340154224	0.9100683420383464	0.152	COLLAGEN	ECM-Receptor
PDGFC - PDGFRA	16.128279069245867	14.56455208080261	1.1073652646348382	0.154	PDGF	Secreted Signaling
THBS3 - CD47	8.201415642549149	9.168273553236807	0.8945430778135635	0.154	THBS	ECM-Receptor
SEMA3D - PLXNA1	6.621576949242639	7.55093133204312	0.876921886594747	0.154	SEMA3	Secreted Signaling
TGFB1 - TGFBR2	13.177461710814246	12.023308349253673	1.0959929936116306	0.154	TGFb	Secreted Signaling
COL9A1 - ITGA9	6.829677423578097	7.7676349786345655	0.8792479876260423	0.156	COLLAGEN	ECM-Receptor
LAMA4 - (ITGA6+ITGB4)	58.84931084206304	53.498072957871436	1.1000267409333713	0.158	LAMININ	ECM-Receptor
SEMA6A - PLXNA2	10.342202848524753	9.216705219415633	1.122114964330006	0.16	SEMA6	Cell-Cell Contact
EFNA4 - EPHA7	6.4020861670396645	7.327390799176937	0.8737197649890314	0.16	EPHA	Cell-Cell Contact
AMH - BMPR1A	9.535436584060479	8.608330423552182	1.1076987191351015	0.16	AMH	Secreted Signaling
MPZ - MPZL1	9.290508933956035	10.381266154761429	0.8949302325415179	0.162	MPZ	Cell-Cell Contact
EDN1 - EDNRA	9.037533729524204	10.28354662518694	0.878834322332828	0.162	EDN	Secreted Signaling
PROS1 - TYRO3	8.856069507456674	7.8447326225298095	1.1289192294486032	0.162	PROS	Secreted Signaling
LAMA2 - ITGB4	6.070202427391033	5.171275436715075	1.1738308086035694	0.162	LAMININ	ECM-Receptor
NECTIN3 - NECTIN1	3.6742108805993112	4.3512241262268345	0.8444085558482607	0.164	NECTIN	Cell-Cell Contact
TGFB3 - (ACVR1+TGFBR1)	4.723254332069256	5.463310325763115	0.8645407363729631	0.166	TGFb	Secreted Signaling
NRG2 - ERBB2	34.348811003082815	30.30730829419266	1.1333507637715412	0.166	NRG	Secreted Signaling
EFNA3 - EPHA3	3.6066314487179776	4.266084554255998	0.8454195885826674	0.166	EPHA	Cell-Cell Contact
SEMA6D - PLXNA1	6.576055134617349	7.341451697902335	0.8957431588763728	0.168	SEMA6	Cell-Cell Contact
LAMB1 - (ITGA6+ITGB4)	92.84470788585192	84.72129065389402	1.0958840117904238	0.168	LAMININ	ECM-Receptor
NRXN1 - NLGN2	6.521895897472447	7.212914949436963	0.9041969776701088	0.168	NRXN	Cell-Cell Contact
SEMA3A - PLXNA3	11.138123482847838	10.100061554801671	1.1027777823346692	0.168	SEMA3	Secreted Signaling
SEMA3C - (NRP2+PLXNA2)	10.169540082603644	9.103373666007782	1.1171177253304403	0.168	SEMA3	Secreted Signaling
COL1A2 - (ITGA3+ITGB1)	317.8725332431327	351.4203877284801	0.9045364023920329	0.168	COLLAGEN	ECM-Receptor
SEMA3C - (NRP1+PLXNA1)	10.42050520850072	9.383568756860244	1.1105055526856324	0.17	SEMA3	Secreted Signaling
HLA-DRB1 - CD4	4.511075603747219	5.284508191831818	0.8536415197009097	0.17	MHC-II	Cell-Cell Contact
FN1 - (ITGA3+ITGB1)	111.45367271711036	121.84470460834467	0.9147190522178618	0.17	FN1	ECM-Receptor
EFNB1 - EPHB3	10.06033612886959	11.005733080948376	0.9140995929007829	0.172	EPHB	Cell-Cell Contact
COL9A2 - (ITGA9+ITGB1)	10.714218212770731	9.72097295988889	1.102175497965092	0.172	COLLAGEN	ECM-Receptor
LAMA4 - ITGA2	29.188508230570093	31.40058126251815	0.9295531183498016	0.174	LAMININ	ECM-Receptor
LAMB2 - (ITGA3+ITGB1)	21.33650566925587	23.4055196244233	0.9116014517785607	0.174	LAMININ	ECM-Receptor
COL1A1 - (ITGA3+ITGB1)	315.0873986869782	347.85259039607826	0.905807251077842	0.176	COLLAGEN	ECM-Receptor
BDNF - NTRK2	4.126861391565808	3.545859083077122	1.163853750212907	0.176	NT	Secreted Signaling
LAMA5 - DAG1	12.050694099909903	11.100244404572626	1.0856242133682885	0.176	LAMININ	ECM-Receptor
LAMC3 - ITGA6	6.19594876415759	7.173175938469613	0.8637664567697035	0.178	LAMININ	ECM-Receptor
SEMA3F - PLXNA3	8.610485937787104	7.830552007519689	1.0996013984095174	0.18	SEMA3	Secreted Signaling
INHBA - ACVR2B	4.8962331226182005	4.257996228630421	1.1498913713676697	0.18	ACTIVIN	Secreted Signaling
MIF - ACKR3	13.623294439100357	12.583771252569228	1.0826082392684062	0.18	MIF	Secreted Signaling
WNT2B - FZD6	4.145019353587291	4.81644111354132	0.8605979510335253	0.182	WNT	Secreted Signaling
SEMA3F - (NRP2+PLXNA2)	7.666464853516111	6.871604894381317	1.1156731173215044	0.184	SEMA3	Secreted Signaling
LAMA5 - (ITGA6+ITGB4)	23.511960536390085	21.63594142793787	1.0867084575312154	0.184	LAMININ	ECM-Receptor
WNT2B - (FZD2+LRP6)	4.389519599608274	5.209256427209961	0.842638418926762	0.186	WNT	Secreted Signaling
PSAP - GPR37	99.41851147164981	88.8045426505085	1.1195205617229822	0.186	PSAP	Secreted Signaling
ANGPT2 - ITGB1	47.340910213149414	44.28279896411968	1.0690586710995298	0.19	ANGPT	Secreted Signaling
LAMA1 - (ITGAV+ITGB8)	2.9582127907746543	3.531737827732086	0.8376082639957105	0.192	LAMININ	ECM-Receptor
JAM2 - JAM3	7.5602760230325	8.279582276502463	0.9131228811492869	0.194	JAM	Cell-Cell Contact
COL6A1 - (ITGA2+ITGB1)	76.3996645235747	81.8929714029654	0.932920899250802	0.196	COLLAGEN	ECM-Receptor
NECTIN1 - NECTIN3	3.6742108805993112	4.352140944028584	0.8442306735586227	0.196	NECTIN	Cell-Cell Contact
LAMA5 - ITGAV	10.617506315850047	11.513562658063512	0.9221738423783266	0.198	LAMININ	ECM-Receptor
TGFB3 - TGFBR2	11.973891277920078	11.128051802014957	1.0760096637716914	0.198	TGFb	Secreted Signaling
COL6A2 - SDC1	52.703589498338346	49.356900956255764	1.0678058888877302	0.198	COLLAGEN	ECM-Receptor
RELN - (ITGA3+ITGB1)	4.6171885893891815	5.3988861114599205	0.8552113332393746	0.198	RELN	ECM-Receptor
FN1 - ITGB1	52.37531277211499	56.72600937275445	0.9233033197866884	0.198	FN1	ECM-Receptor
WNT2B - (FZD1+LRP6)	7.018438725079822	6.306522201718471	1.1128857555067926	0.198	WNT	Secreted Signaling
WNT2B - FZD10	5.379594806779577	4.851917735879463	1.1087563927553827	0.2	WNT	Secreted Signaling
THBS1 - SDC1	8.478654018764725	7.702772613137138	1.1007275489742896	0.2	THBS	ECM-Receptor
COL6A3 - ITGB1	24.88866704666907	27.09339203268699	0.9186249922727278	0.2	COLLAGEN	ECM-Receptor
WNT2B - (FZD5+LRP6)	5.766275017764855	5.125140420618254	1.1250960060659683	0.202	WNT	Secreted Signaling
TNC - ITGA8	10.234717969146086	9.254962300072188	1.1058627401503576	0.202	TENASCIN	ECM-Receptor
EFNB3 - EPHB2	6.637729794442864	6.074832333496724	1.092660575641292	0.204	EPHB	Cell-Cell Contact
JAM2 - (ITGAV+ITGB1)	9.579916498655306	10.466873283882043	0.9152605786684584	0.206	JAM	Cell-Cell Contact
LAMB3 - ITGB4	9.321818560564873	8.562386501413544	1.0886939708953756	0.208	LAMININ	ECM-Receptor
LAMA5 - ITGB1	21.214833872465345	22.76849196870578	0.9317628019292685	0.21	LAMININ	ECM-Receptor
POMC - MC1R	4.696924793508678	4.249080265304055	1.105397992092902	0.21	MELANOCORTIN	Secreted Signaling
SEMA3A - PLXNA1	10.722307952685902	9.972247694042487	1.0752147641791436	0.212	SEMA3	Secreted Signaling
THBS2 - CD36	19.372791065226874	18.197008273987063	1.0646140713647205	0.212	THBS	ECM-Receptor
COL6A1 - ITGAV	35.18484210280237	37.4642940972317	0.9391566810650848	0.212	COLLAGEN	ECM-Receptor
MDK - SDC1	74.33350905564399	69.72789195602672	1.0660512883785696	0.214	MK	Secreted Signaling
COL9A2 - ITGA9	8.31053405208462	7.680769351565164	1.0819923983775301	0.216	COLLAGEN	ECM-Receptor
JAG2 - NOTCH2	13.798387006940386	12.996233223223893	1.061722021291759	0.216	NOTCH	Cell-Cell Contact
LAMA3 - ITGA2	3.5159775356692733	4.039501533283115	0.8703988615178601	0.216	LAMININ	ECM-Receptor
GDF10 - ACVR1B	6.959805209936586	6.376862666828236	1.091415257559294	0.218	GDF	Secreted Signaling
TGFB1 - TGFBR1	8.103067956018222	8.849138710955636	0.915690014666202	0.22	TGFb	Secreted Signaling
LAMB2 - ITGB1	25.1832742087652	23.65499117506134	1.064607212169036	0.222	LAMININ	ECM-Receptor
SEMA4A - PLXNA3	10.520247518377936	9.718543330604634	1.082492217249128	0.222	SEMA4	Cell-Cell Contact
LAMC3 - ITGAV	9.327399408006993	10.214930436478975	0.9131143345526386	0.222	LAMININ	ECM-Receptor
COL9A1 - ITGA2	4.571277255087759	5.243337449507641	0.8718258740941822	0.224	COLLAGEN	ECM-Receptor
THBS2 - (ITGA3+ITGB1)	23.080635247542318	25.01480939703777	0.9226788372121478	0.224	THBS	ECM-Receptor
THBS3 - ITGA3	8.452779027056405	7.729554408099877	1.0935661463484432	0.224	THBS	ECM-Receptor
COL9A1 - ITGA1	9.66456220617476	10.507719527246088	0.9197582958999756	0.224	COLLAGEN	ECM-Receptor
COL2A1 - (ITGAV+ITGB8)	8.346739612023573	7.679879686380371	1.0868320797819038	0.224	COLLAGEN	ECM-Receptor
HLA-DPA1 - CD4	4.738963033345048	5.382052288821158	0.8805122616865234	0.226	MHC-II	Cell-Cell Contact
WNT5A - FZD2	6.936163418839733	7.763569747024517	0.8934244999213283	0.226	ncWNT	Secreted Signaling
ITGA9 - (ITGB1+VCAM1)	8.989592854242854	9.780109569874412	0.9191709755413601	0.226	VCAM	Cell-Cell Contact
EFNA5 - EPHB2	5.803794053388484	6.495862519290689	0.8934601119024644	0.226	EPHA	Cell-Cell Contact
SEMA3D - PLXNA2	5.903045555316373	6.611376879545911	0.8928617537413496	0.226	SEMA3	Secreted Signaling
SEMA3C - PLXNA3	10.197832472806581	9.345949690838317	1.0911499430393201	0.228	SEMA3	Secreted Signaling
SEMA3C - (NRP2+PLXNA3)	9.709115546231063	9.002040727834885	1.0785460585853448	0.228	SEMA3	Secreted Signaling
BMP5 - ACVR2B	5.730675446055756	5.16358405281558	1.1098251500197724	0.228	BMP	Secreted Signaling
EFNB2 - EPHB3	9.920792486548695	9.247884085739079	1.0727634986090808	0.228	EPHB	Cell-Cell Contact
FGF9 - FGFR3	20.00324957602473	18.525612114797628	1.0797618697871156	0.23	FGF	Secreted Signaling
HLA-DQA1 - CD4	3.8822448598428725	3.5189842459677574	1.1032288264124395	0.23	MHC-II	Cell-Cell Contact
NRXN3 - NLGN2	7.060504797338306	7.780674562812146	0.9074412173828859	0.232	NRXN	Cell-Cell Contact
SEMA4A - (NRP1+PLXNA2)	5.892806414041712	5.339082049525003	1.1037115293191593	0.232	SEMA4	Cell-Cell Contact
COL4A1 - CD44	37.43721081978666	35.58396419170864	1.0520809491065597	0.234	COLLAGEN	ECM-Receptor
COL6A2 - (ITGA3+ITGB1)	70.90303856530474	75.9509586625923	0.9335371114970036	0.236	COLLAGEN	ECM-Receptor
COL9A1 - ITGA3	6.164106526432254	5.617125465089197	1.0973773978777188	0.236	COLLAGEN	ECM-Receptor
COL1A2 - SDC1	240.05191284359634	226.17930297183474	1.0613345681478605	0.238	COLLAGEN	ECM-Receptor
WNT5B - FZD3	5.279367499210304	4.835279581892632	1.0918432760291075	0.238	ncWNT	Secreted Signaling
LAMB2 - ITGA3	22.601179440620918	21.37073019098355	1.057576378469113	0.24	LAMININ	ECM-Receptor
DLL4 - NOTCH3	14.571093182731062	15.575042064489272	0.9355411768648002	0.24	NOTCH	Cell-Cell Contact
WNT5B - FZD4	5.82816835121494	5.347356581332758	1.0899157859718316	0.242	ncWNT	Secreted Signaling
NRXN1 - NLGN3	4.490495474725592	4.114934637937889	1.0912677526697987	0.242	NRXN	Cell-Cell Contact
COL2A1 - ITGB8	6.978225350284124	6.435775109389845	1.0842866992202445	0.242	COLLAGEN	ECM-Receptor
RELN - ITGA3	5.407674712983722	4.856640210150078	1.113460021535467	0.244	RELN	ECM-Receptor
LAMB2 - (ITGA6+ITGB1)	16.34399018573517	17.60577272507507	0.9283313172876074	0.244	LAMININ	ECM-Receptor
SEMA3D - (NRP1+PLXNA3)	7.286341056552104	6.739739879804838	1.0811012274205296	0.244	SEMA3	Secreted Signaling
TGFB2 - (ACVR1+TGFBR1)	2.6254709172263784	3.0410659633339217	0.8633390228563388	0.244	TGFb	Secreted Signaling
THBS3 - ITGAV	9.12113949426416	9.992635227214592	0.9127861957197293	0.246	THBS	ECM-Receptor
EFNA5 - EPHA7	7.717089783237441	7.130196483572058	1.0823109574915057	0.246	EPHA	Cell-Cell Contact
HGF - MET	2.973284587825468	2.666643709377663	1.1149913193762837	0.246	HGF	Secreted Signaling
COL9A3 - (ITGA3+ITGB1)	6.478511181716598	7.241583703964731	0.8946262926118834	0.246	COLLAGEN	ECM-Receptor
LAMA4 - ITGA3	33.740308197826536	32.08107925057065	1.051719860616172	0.246	LAMININ	ECM-Receptor
FGF9 - FGFR1	20.645405154224882	19.41835994039898	1.0631899510356224	0.246	FGF	Secreted Signaling
SEMA3D - (NRP2+PLXNA4)	8.425161565359494	7.809820298887344	1.0787907074583798	0.248	SEMA3	Secreted Signaling
CSPG4 - ITGB1	26.407574131177753	25.16022180117528	1.0495763646226763	0.248	CSPG4	Cell-Cell Contact
LAMA3 - ITGA6	6.165594411434348	6.77427542440809	0.910148174551535	0.248	LAMININ	ECM-Receptor
COL4A5 - (ITGA9+ITGB1)	11.66934873504701	11.08056730781067	1.0531363973414347	0.248	COLLAGEN	ECM-Receptor
COL6A2 - ITGA3	73.40307069732954	69.60551141566722	1.0545583130477156	0.248	COLLAGEN	ECM-Receptor
JAM3 - JAM2	7.5602760230325	8.235539360402695	0.9180061793381828	0.25	JAM	Cell-Cell Contact
COL4A5 - ITGA9	10.094244363739573	9.51154973144747	1.0612617973667924	0.25	COLLAGEN	ECM-Receptor
LAMA4 - (ITGA6+ITGB1)	25.380401065631247	24.204624446486008	1.048576528082258	0.25	LAMININ	ECM-Receptor
LAMA1 - ITGA9	7.7123863603691944	8.363794410547918	0.9221157266422992	0.25	LAMININ	ECM-Receptor
COL9A3 - ITGAV	10.447537010907432	9.883995384700778	1.057015569541741	0.252	COLLAGEN	ECM-Receptor
TGFB1 - (TGFBR1+TGFBR2)	5.660166339655315	6.327096560737798	0.8945914267815896	0.252	TGFb	Secreted Signaling
SEMA3C - (NRP1+NRP2)	10.448154060435453	9.864263097429479	1.05919255774495	0.252	SEMA3	Secreted Signaling
COL9A3 - CD44	6.569863040476655	7.219560664946127	0.9100087034902254	0.254	COLLAGEN	ECM-Receptor
RELN - ITGB1	52.174904267432545	55.78783505115757	0.9352380177432597	0.254	RELN	ECM-Receptor
BMP4 - ACVR2B	9.000804009896601	8.466127990240755	1.063154729088928	0.254	BMP	Secreted Signaling
LAMA4 - (ITGA3+ITGB1)	32.81689640127715	35.004156387249395	0.9375142779681735	0.256	LAMININ	ECM-Receptor
SEMA4A - PLXNA2	6.975811815274511	7.6428275800971095	0.9127265716997736	0.258	SEMA4	Cell-Cell Contact
COL9A2 - ITGB8	5.5417082148185415	5.136423894326354	1.0789039862811676	0.258	COLLAGEN	ECM-Receptor
LAMA1 - (ITGA6+ITGB4)	3.463461865184818	3.150867740802415	1.0992089005623564	0.258	LAMININ	ECM-Receptor
PDGFB - PDGFRA	14.437838257781163	15.327459910303252	0.9419589639948053	0.258	PDGF	Secreted Signaling
BMP7 - ACVR2A	7.497980887950246	7.008550565310838	1.0698333154735113	0.26	BMP	Secreted Signaling
JAG1 - NOTCH4	11.55581663613561	10.911795492932965	1.059020639052459	0.26	NOTCH	Cell-Cell Contact
GDF11 - ACVR2B	5.203742896839498	4.907150913404182	1.0604407707586814	0.26	GDF	Secreted Signaling
LAMB1 - DAG1	31.430999787956715	29.971357463913545	1.048701241703871	0.26	LAMININ	ECM-Receptor
LAMA1 - (ITGA9+ITGB1)	10.116525001903122	10.99504970503235	0.9200981599267228	0.26	LAMININ	ECM-Receptor
TNFSF12 - TNFRSF12A	9.033258046904898	8.533677092328952	1.0585422847819055	0.262	TWEAK	Secreted Signaling
CXCL12 - CXCR4	23.53045892037107	22.52377863501815	1.0446941120167028	0.262	CXCL	Secreted Signaling
LAMC3 - ITGA9	8.593125507008207	8.052560764871686	1.067129545236674	0.264	LAMININ	ECM-Receptor
COL6A3 - (ITGA3+ITGB1)	60.334558126056045	64.29794752365297	0.9383590059987695	0.264	COLLAGEN	ECM-Receptor
WNT2B - LRP6	7.660017065009714	8.279734010630893	0.9251525538350044	0.264	WNT	Secreted Signaling
WNT5A - FZD4	6.65187353039354	6.229033705842821	1.0678820896657046	0.266	ncWNT	Secreted Signaling
BMP5 - (ACVR1+ACVR2B)	6.761558821108436	6.365005387461451	1.0623021363702478	0.266	BMP	Secreted Signaling
LAMA4 - (ITGA2+ITGB1)	33.66731650716162	35.620783186545985	0.9451593562905661	0.266	LAMININ	ECM-Receptor
CTF1 - LIFR	9.870974179667728	9.378499557656843	1.0525110247095781	0.268	LIFR	Secreted Signaling
GDNF - GFRA1	10.325937073767554	9.74115539456107	1.0600320655528188	0.268	GDNF	Secreted Signaling
BMP7 - BMPR1A	8.577600568227203	8.143639385010893	1.0532883595036213	0.268	BMP	Secreted Signaling
BMP7 - (BMPR1A+ACVR2B)	7.363342378091218	6.894365662672687	1.0680231856510969	0.268	BMP	Secreted Signaling
COL4A2 - (ITGAV+ITGB8)	65.95185229829761	71.5642568514635	0.921575311474067	0.268	COLLAGEN	ECM-Receptor
COL1A1 - SDC1	238.51206726205444	225.9359376981494	1.0556623691300795	0.27	COLLAGEN	ECM-Receptor
COL4A6 - ITGB8	3.606502808392861	4.079458813059109	0.8840640324269907	0.27	COLLAGEN	ECM-Receptor
SEMA4D - PLXNB2	18.289425991809015	19.328340451104815	0.946249163919481	0.272	SEMA4	Cell-Cell Contact
HLA-DQB1 - CD4	4.226813182902491	4.794165699119278	0.8816577165196828	0.272	MHC-II	Cell-Cell Contact
SEMA3F - (NRP2+PLXNA1)	7.473860239349083	7.0617113257773765	1.0583638858285298	0.272	SEMA3	Secreted Signaling
