gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Endothelial	Epithelial	Fibroblasts	Immune	Muscle	Myofibroblast_Mesothelium	Neural	Pericytes
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS001865B32	0.349	0.366	0.048	0.099	0.044	0.04	0.024	0.035
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS0388C9C86	0.03	0.073	0.01	0.006	0.015	0.027	0.005	0.013
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0079E2156	0.058	0.319	0.06	0.183	0.05	0.057	0.069	0.045
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS08BF22309	0.146	0.578	0.169	0.171	0.129	0.101	0.112	0.15
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS01B7CB0E7	0.065	0.114	0.081	0.031	0.106	0.043	0.03	0.067
IL16	Q14005	False	IL16_HUMAN		CPI-SS0BE275E5E	0.053	0.001	0.001	0.105	0.0	0.0	0.005	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS0B281803E	0.026	0.018	0.034	0.025	0.023	0.288	0.034	0.015
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.003	0.174	0.029	0.048	0.026	0.031	0.029	0.025
NRTN	Q99748	False	NRTN_HUMAN		CPI-SS01FAD473B	0.005	0.005	0.006	0.015	0.158	0.028	0.008	0.007
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS0CDEE4A57	0.222	0.471	0.746	0.225	0.353	0.898	0.351	0.62
GDF15	Q99988	False	GDF15_HUMAN		CPI-SS012A0AEC9	0.11	0.757	0.064	0.031	0.053	0.07	0.091	0.049
IL17B	Q9UHF5	False	IL17B_HUMAN		CPI-SS030D85815	0.006	0.006	0.015	0.009	0.067	0.012	0.012	0.154
FZD9	O00144	True	FZD9_HUMAN	O00144_O75197	CPI-SC0C06CDBBD	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
FZD9	O00144	True	FZD9_HUMAN	O00144_O75197	CPI-SC0B53118EB	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
FZD9	O00144	True	FZD9_HUMAN	O00144_O75197	CPI-SC0A973833C	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
FZD9	O00144	True	FZD9_HUMAN	O00144_O75197	CPI-SC04A17E55A	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
LRP5	O75197	True	LRP5_HUMAN	O00144_O75197	CPI-SC0C06CDBBD	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
LRP5	O75197	True	LRP5_HUMAN	O00144_O75197	CPI-SC0B53118EB	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
LRP5	O75197	True	LRP5_HUMAN	O00144_O75197	CPI-SC0A973833C	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
LRP5	O75197	True	LRP5_HUMAN	O00144_O75197	CPI-SC04A17E55A	0.006	0.002	0.001	0.0	0.0	0.0	0.004	0.003
LRP5	O75197	True	LRP5_HUMAN	O60353_O75197	CPI-SC0E8D0FEA9	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
LRP5	O75197	True	LRP5_HUMAN	O60353_O75197	CPI-SC08E88D327	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
LRP5	O75197	True	LRP5_HUMAN	O60353_O75197	CPI-SC02F58CC8C	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
LRP5	O75197	True	LRP5_HUMAN	O60353_O75197	CPI-SC0E2A7F68D	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
LRP5	O75197	True	LRP5_HUMAN	O75084_O75197	CPI-SC07D95D8F1	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	O75084_O75197	CPI-SC0CFEC9AB1	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	O75084_O75197	CPI-SC01ECB5380	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	O75084_O75197	CPI-SC07A2652A3	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	Q13467_O75197	CPI-SC0238858D3	0.055	0.175	0.023	0.023	0.019	0.011	0.055	0.049
LRP5	O75197	True	LRP5_HUMAN	Q13467_O75197	CPI-SC0BBCC77A4	0.055	0.175	0.023	0.023	0.019	0.011	0.055	0.049
LRP5	O75197	True	LRP5_HUMAN	Q13467_O75197	CPI-SC034ACA96A	0.055	0.175	0.023	0.023	0.019	0.011	0.055	0.049
LRP5	O75197	True	LRP5_HUMAN	Q13467_O75197	CPI-SC04224B098	0.055	0.175	0.023	0.023	0.019	0.011	0.055	0.049
LRP5	O75197	True	LRP5_HUMAN	Q14332_O75197	CPI-SC0916BE5A5	0.032	0.018	0.103	0.027	0.153	0.122	0.054	0.077
LRP5	O75197	True	LRP5_HUMAN	Q14332_O75197	CPI-SC0F5F1246D	0.032	0.018	0.103	0.027	0.153	0.122	0.054	0.077
LRP5	O75197	True	LRP5_HUMAN	Q14332_O75197	CPI-SC0C6349617	0.032	0.018	0.103	0.027	0.153	0.122	0.054	0.077
LRP5	O75197	True	LRP5_HUMAN	Q14332_O75197	CPI-SC0E813ADB8	0.032	0.018	0.103	0.027	0.153	0.122	0.054	0.077
LRP5	O75197	True	LRP5_HUMAN	Q9H461_O75197	CPI-SC06E9CD488	0.074	0.025	0.076	0.006	0.0	0.122	0.062	0.048
LRP5	O75197	True	LRP5_HUMAN	Q9H461_O75197	CPI-SC0281AB653	0.074	0.025	0.076	0.006	0.0	0.122	0.062	0.048
LRP5	O75197	True	LRP5_HUMAN	Q9H461_O75197	CPI-SC0E2E03198	0.074	0.025	0.076	0.006	0.0	0.122	0.062	0.048
LRP5	O75197	True	LRP5_HUMAN	Q9H461_O75197	CPI-SC0D9F9EAC4	0.074	0.025	0.076	0.006	0.0	0.122	0.062	0.048
LRP5	O75197	True	LRP5_HUMAN	Q9NPG1_O75197	CPI-SC0456F779D	0.026	0.026	0.037	0.012	0.053	0.066	0.062	0.03
LRP5	O75197	True	LRP5_HUMAN	Q9NPG1_O75197	CPI-SC0A0D98C8D	0.026	0.026	0.037	0.012	0.053	0.066	0.062	0.03
LRP5	O75197	True	LRP5_HUMAN	Q9NPG1_O75197	CPI-SC0F9D57E34	0.026	0.026	0.037	0.012	0.053	0.066	0.062	0.03
LRP5	O75197	True	LRP5_HUMAN	Q9NPG1_O75197	CPI-SC095353D95	0.026	0.026	0.037	0.012	0.053	0.066	0.062	0.03
LRP5	O75197	True	LRP5_HUMAN	Q9ULV1_O75197	CPI-SC0761E791E	0.135	0.01	0.052	0.0	0.07	0.028	0.01	0.073
LRP5	O75197	True	LRP5_HUMAN	Q9ULV1_O75197	CPI-SC09E254C91	0.135	0.01	0.052	0.0	0.07	0.028	0.01	0.073
LRP5	O75197	True	LRP5_HUMAN	Q9ULV1_O75197	CPI-SC0D3E2A22C	0.135	0.01	0.052	0.0	0.07	0.028	0.01	0.073
LRP5	O75197	True	LRP5_HUMAN	Q9ULV1_O75197	CPI-SC07AB5E202	0.135	0.01	0.052	0.0	0.07	0.028	0.01	0.073
LRP5	O75197	True	LRP5_HUMAN	Q9ULW2_O75197	CPI-SC02C203FD7	0.001	0.002	0.013	0.0	0.004	0.027	0.0	0.033
LRP5	O75197	True	LRP5_HUMAN	Q9ULW2_O75197	CPI-SC000D56BAC	0.001	0.002	0.013	0.0	0.004	0.027	0.0	0.033
LRP5	O75197	True	LRP5_HUMAN	Q9ULW2_O75197	CPI-SC065ECDD42	0.001	0.002	0.013	0.0	0.004	0.027	0.0	0.033
LRP5	O75197	True	LRP5_HUMAN	Q9ULW2_O75197	CPI-SC0CA5B26F5	0.001	0.002	0.013	0.0	0.004	0.027	0.0	0.033
LRP5	O75197	True	LRP5_HUMAN	Q9UP38_O75197	CPI-SC03A513E23	0.065	0.049	0.103	0.027	0.126	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	Q9UP38_O75197	CPI-SC0968CCEC2	0.065	0.049	0.103	0.027	0.126	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	Q9UP38_O75197	CPI-SC02D618124	0.065	0.049	0.103	0.027	0.126	0.122	0.062	0.106
LRP5	O75197	True	LRP5_HUMAN	Q9UP38_O75197	CPI-SC0F5ED1270	0.065	0.049	0.103	0.027	0.126	0.122	0.062	0.106
NRP1	O14786	True	NRP1_HUMAN	O14786_O75051	CPI-SC00A136C08	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
NRP1	O14786	True	NRP1_HUMAN	O14786_O75051	CPI-SC06F4B01FB	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
NRP1	O14786	True	NRP1_HUMAN	O14786_O75051	CPI-SC0783F1AA2	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
NRP1	O14786	True	NRP1_HUMAN	O14786_O75051	CPI-SC025D74F89	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
NRP1	O14786	True	NRP1_HUMAN	O14786_P51805	CPI-SC0159FB8D9	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
NRP1	O14786	True	NRP1_HUMAN	O14786_P51805	CPI-SC03AC818E8	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
NRP1	O14786	True	NRP1_HUMAN	O14786_P51805	CPI-SC0CC3F53A3	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
NRP1	O14786	True	NRP1_HUMAN	O14786_P51805	CPI-SC08974B687	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9HCM2	CPI-SC0F3A046EC	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9HCM2	CPI-SC0D1B17933	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9HCM2	CPI-SC0385E2BD3	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9HCM2	CPI-SC065B116BF	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9UIW2	CPI-SC07D002857	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9UIW2	CPI-SC02EEDD7D1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9UIW2	CPI-SC02B31C3F1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
NRP1	O14786	True	NRP1_HUMAN	O14786_Q9UIW2	CPI-SC011FFAFCC	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC00A136C08	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC00A136C08	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC06F4B01FB	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC06F4B01FB	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC0783F1AA2	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC0783F1AA2	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC025D74F89	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O14786_O75051	CPI-SC025D74F89	0.269	0.031	0.044	0.021	0.078	0.098	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC0B03C32CA	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC0B03C32CA	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC092404D13	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC092404D13	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC010BDC6FF	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC010BDC6FF	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC095832FFD	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC095832FFD	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC0F9FC677F	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXNA2	O75051	True	PLXA2_HUMAN	O60462_O75051	CPI-SC0F9FC677F	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
PLXA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC0159FB8D9	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXNA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC0159FB8D9	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC03AC818E8	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXNA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC03AC818E8	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC0CC3F53A3	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXNA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC0CC3F53A3	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC08974B687	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXNA3	P51805	True	PLXA3_HUMAN	O14786_P51805	CPI-SC08974B687	0.102	0.031	0.087	0.084	0.078	0.094	0.156	0.129
PLXA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0109F58EB	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXNA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0109F58EB	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0EDA68DEF	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXNA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0EDA68DEF	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0CDC67E88	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXNA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC0CDC67E88	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC07644E062	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXNA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC07644E062	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC08C686F26	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXNA3	P51805	True	PLXA3_HUMAN	O60462_P51805	CPI-SC08C686F26	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0F3A046EC	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0F3A046EC	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0D1B17933	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0D1B17933	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0385E2BD3	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC0385E2BD3	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC065B116BF	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O14786_Q9HCM2	CPI-SC065B116BF	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0269BB87D	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0269BB87D	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC03F6A3F5A	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC03F6A3F5A	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0DD6C4EB8	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0DD6C4EB8	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0793C1FB2	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC0793C1FB2	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC095A80741	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	O60462_Q9HCM2	CPI-SC095A80741	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC07D002857	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC07D002857	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC02EEDD7D1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC02EEDD7D1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC02B31C3F1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC02B31C3F1	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC011FFAFCC	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O14786_Q9UIW2	CPI-SC011FFAFCC	0.048	0.031	0.085	0.017	0.05	0.085	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC076BD8E87	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC076BD8E87	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC06D29FEEF	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC06D29FEEF	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC071A674D3	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC071A674D3	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC09A1EC2FA	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC09A1EC2FA	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC0FEC3BA72	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	O60462_Q9UIW2	CPI-SC0FEC3BA72	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
FZD6	O60353	True	FZD6_HUMAN	O60353_O75197	CPI-SC0E8D0FEA9	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
FZD6	O60353	True	FZD6_HUMAN	O60353_O75197	CPI-SC08E88D327	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
FZD6	O60353	True	FZD6_HUMAN	O60353_O75197	CPI-SC02F58CC8C	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
FZD6	O60353	True	FZD6_HUMAN	O60353_O75197	CPI-SC0E2A7F68D	0.135	0.016	0.006	0.0	0.021	0.004	0.003	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_O75051	CPI-SC0B03C32CA	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
NRP2	O60462	True	NRP2_HUMAN	O60462_O75051	CPI-SC092404D13	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
NRP2	O60462	True	NRP2_HUMAN	O60462_O75051	CPI-SC010BDC6FF	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
NRP2	O60462	True	NRP2_HUMAN	O60462_O75051	CPI-SC095832FFD	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
NRP2	O60462	True	NRP2_HUMAN	O60462_O75051	CPI-SC0F9FC677F	0.269	0.024	0.044	0.021	0.118	0.053	0.085	0.086
NRP2	O60462	True	NRP2_HUMAN	O60462_P51805	CPI-SC0109F58EB	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
NRP2	O60462	True	NRP2_HUMAN	O60462_P51805	CPI-SC0EDA68DEF	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
NRP2	O60462	True	NRP2_HUMAN	O60462_P51805	CPI-SC0CDC67E88	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
NRP2	O60462	True	NRP2_HUMAN	O60462_P51805	CPI-SC07644E062	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
NRP2	O60462	True	NRP2_HUMAN	O60462_P51805	CPI-SC08C686F26	0.102	0.024	0.087	0.143	0.096	0.053	0.152	0.104
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9HCM2	CPI-SC0269BB87D	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9HCM2	CPI-SC03F6A3F5A	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9HCM2	CPI-SC0DD6C4EB8	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9HCM2	CPI-SC0793C1FB2	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9HCM2	CPI-SC095A80741	0.007	0.004	0.007	0.016	0.009	0.049	0.064	0.0
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9UIW2	CPI-SC076BD8E87	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9UIW2	CPI-SC06D29FEEF	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9UIW2	CPI-SC071A674D3	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9UIW2	CPI-SC09A1EC2FA	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
NRP2	O60462	True	NRP2_HUMAN	O60462_Q9UIW2	CPI-SC0FEC3BA72	0.048	0.024	0.085	0.017	0.05	0.053	0.084	0.089
FZD7	O75084	True	FZD7_HUMAN	O75084_O75197	CPI-SC07D95D8F1	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
FZD7	O75084	True	FZD7_HUMAN	O75084_O75197	CPI-SC0CFEC9AB1	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
FZD7	O75084	True	FZD7_HUMAN	O75084_O75197	CPI-SC01ECB5380	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
FZD7	O75084	True	FZD7_HUMAN	O75084_O75197	CPI-SC07A2652A3	0.029	0.064	0.103	0.015	0.153	0.122	0.062	0.106
EGFR	P00533	True	EGFR_HUMAN	P00533_P04626	CPI-SC0635885D0	0.012	0.107	0.036	0.011	0.02	0.117	0.011	0.084
EGFR	P00533	True	EGFR_HUMAN	P00533_P04626	CPI-SC0012A9818	0.012	0.107	0.036	0.011	0.02	0.117	0.011	0.084
EGFR	P00533	True	EGFR_HUMAN	P00533_P04626	CPI-SC017C5955C	0.012	0.107	0.036	0.011	0.02	0.117	0.011	0.084
EGFR	P00533	True	EGFR_HUMAN	P00533_P04626	CPI-SC071625F4B	0.012	0.107	0.036	0.011	0.02	0.117	0.011	0.084
EGFR	P00533	True	EGFR_HUMAN	P00533_P04626	CPI-SC0F8F6FB88	0.012	0.107	0.036	0.011	0.02	0.117	0.011	0.084
