id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Endothelial|Endothelial	Endothelial|Epithelial	Endothelial|Fibroblasts	Endothelial|Immune	Endothelial|Muscle	Endothelial|Myofibroblast_Mesothelium	Endothelial|Neural	Endothelial|Pericytes	Epithelial|Endothelial	Epithelial|Epithelial	Epithelial|Fibroblasts	Epithelial|Immune	Epithelial|Muscle	Epithelial|Myofibroblast_Mesothelium	Epithelial|Neural	Epithelial|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Epithelial	Fibroblasts|Fibroblasts	Fibroblasts|Immune	Fibroblasts|Muscle	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Neural	Fibroblasts|Pericytes	Immune|Endothelial	Immune|Epithelial	Immune|Fibroblasts	Immune|Immune	Immune|Muscle	Immune|Myofibroblast_Mesothelium	Immune|Neural	Immune|Pericytes	Muscle|Endothelial	Muscle|Epithelial	Muscle|Fibroblasts	Muscle|Immune	Muscle|Muscle	Muscle|Myofibroblast_Mesothelium	Muscle|Neural	Muscle|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Epithelial	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Immune	Myofibroblast_Mesothelium|Muscle	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Neural	Myofibroblast_Mesothelium|Pericytes	Neural|Endothelial	Neural|Epithelial	Neural|Fibroblasts	Neural|Immune	Neural|Muscle	Neural|Myofibroblast_Mesothelium	Neural|Neural	Neural|Pericytes	Pericytes|Endothelial	Pericytes|Epithelial	Pericytes|Fibroblasts	Pericytes|Immune	Pericytes|Muscle	Pericytes|Myofibroblast_Mesothelium	Pericytes|Neural	Pericytes|Pericytes
CPI-SC039D2D108	SPP1_P13612_P05556	simple:P10451	complex:P13612_P05556	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0411F313E	SPP1_P06756_P18564	simple:P10451	complex:P06756_P18564	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0D5D236A9	TGFB3_P36897_P37173	simple:P10600	complex:P36897_P37173	TGFB3		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0AC52AFEF	TGFB3_P36896_P37173	simple:P10600	complex:P36896_P37173	TGFB3		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09239FB26	CCL19_CCR7	simple:Q99731	simple:P32248	CCL19	CCR7	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BCCA6596	CCL28_CCR10	simple:Q9NRJ3	simple:P46092	CCL28	CCR10	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04C8F4B87	CCL8_ACKR4	simple:P80075	simple:Q9NPB9	CCL8	ACKR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS02A339E2D	CXCL6_ACKR1	simple:P80162	simple:Q16570	CXCL6	ACKR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0ABF41CAA	CXCL5_ACKR1	simple:P42830	simple:Q16570	CXCL5	ACKR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0A145A3A4	CXCL10_ACKR1	simple:P02778	simple:Q16570	CXCL10	ACKR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS008700E67	CCL8_ACKR1	simple:P80075	simple:Q16570	CCL8	ACKR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS00466EB50	CCL11_ACKR1	simple:P51671	simple:Q16570	CCL11	ACKR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F6F1C29E	CCL8_ACKR2	simple:P80075	simple:O00590	CCL8	ACKR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D4403860	CCL11_ACKR2	simple:P51671	simple:O00590	CCL11	ACKR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CF266D30	TGFB3_Q8NER5_P37173	simple:P10600	complex:Q8NER5_P37173	TGFB3		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC07A2652A3	WNT6_O75084_O75197	simple:Q9Y6F9	complex:O75084_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC04B098E02	TGFB2_Q8NER5_P37173	simple:P61812	complex:Q8NER5_P37173	TGFB2		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS026335F55	F2_F2RL2	simple:P00734	simple:O00254	F2	F2RL2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09D8B9DA2	SPP1_P06756_P18084	simple:P10451	complex:P06756_P18084	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02759A348	SPP1_P06756_P05556	simple:P10451	complex:P06756_P05556	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A4615CB0	SPP1_P08648_P05556	simple:P10451	complex:P08648_P05556	SPP1		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F815C36F	PRSS3_F2RL3	simple:P35030	simple:Q96RI0	PRSS3	F2RL3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0415C4BFF	GZMA_F2RL3	simple:P12544	simple:Q96RI0	GZMA	F2RL3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04AEFAE55	PLG_F2RL3	simple:P00747	simple:Q96RI0	PLG	F2RL3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BDC2B411	F2_F2RL3	simple:P00734	simple:Q96RI0	F2	F2RL3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BDC2B411	THRB_F2RL3	simple:P00734	simple:Q96RI0	THRB	F2RL3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS018FFAD1E	GZMA_PARD3	simple:P12544	simple:Q8TEW0	GZMA	PARD3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0E6CA0B42	PLG_PARD3	simple:P00747	simple:Q8TEW0	PLG	PARD3	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0024CA9FD	GZMA_F2RL1	simple:P12544	simple:P55085	GZMA	F2RL1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01FD0889C	PLG_F2RL1	simple:P00747	simple:P55085	PLG	F2RL1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS07EA09568	GZMA_F2R	simple:P12544	simple:P25116	GZMA	F2R	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09367CF8E	PRSS3_F2RL2	simple:P35030	simple:O00254	PRSS3	F2RL2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS017DDA046	GZMA_F2RL2	simple:P12544	simple:O00254	GZMA	F2RL2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09404C94F	PLG_F2RL2	simple:P00747	simple:O00254	PLG	F2RL2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS026335F55	THRB_F2RL2	simple:P00734	simple:O00254	THRB	F2RL2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0238858D3	WNT9A_Q13467_O75197	simple:O14904	complex:Q13467_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0BBCC77A4	WNT4_Q13467_O75197	simple:P56705	complex:Q13467_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC04224B098	WNT6_Q13467_O75197	simple:Q9Y6F9	complex:Q13467_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0793C1FB2	SEMA3F_O60462_Q9HCM2	simple:Q13275	complex:O60462_Q9HCM2	SEMA3F		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0DD6C4EB8	SEMA3B_O60462_Q9HCM2	simple:Q13214	complex:O60462_Q9HCM2	SEMA3B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC03F6A3F5A	SEMA3D_O60462_Q9HCM2	simple:O95025	complex:O60462_Q9HCM2	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0269BB87D	SEMA3C_O60462_Q9HCM2	simple:Q99985	complex:O60462_Q9HCM2	SEMA3C		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC08C686F26	SEMA3G_O60462_P51805	simple:Q9NS98	complex:O60462_P51805	SEMA3G		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0EDA68DEF	SEMA3D_O60462_P51805	simple:O95025	complex:O60462_P51805	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F9FC677F	SEMA3G_O60462_O75051	simple:Q9NS98	complex:O60462_O75051	SEMA3G		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC092404D13	SEMA3D_O60462_O75051	simple:O95025	complex:O60462_O75051	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC011FFAFCC	SEMA3A_O14786_Q9UIW2	simple:Q14563	complex:O14786_Q9UIW2	SEMA3A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02B31C3F1	SEMA3B_O14786_Q9UIW2	simple:Q13214	complex:O14786_Q9UIW2	SEMA3B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02EEDD7D1	SEMA3D_O14786_Q9UIW2	simple:O95025	complex:O14786_Q9UIW2	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC07D002857	SEMA3C_O14786_Q9UIW2	simple:Q99985	complex:O14786_Q9UIW2	SEMA3C		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC065B116BF	SEMA3A_O14786_Q9HCM2	simple:Q14563	complex:O14786_Q9HCM2	SEMA3A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0D1B17933	SEMA3D_O14786_Q9HCM2	simple:O95025	complex:O14786_Q9HCM2	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F3A046EC	SEMA3C_O14786_Q9HCM2	simple:Q99985	complex:O14786_Q9HCM2	SEMA3C		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC03AC818E8	SEMA3D_O14786_P51805	simple:O95025	complex:O14786_P51805	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06F4B01FB	SEMA3D_O14786_O75051	simple:O95025	complex:O14786_O75051	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC095A80741	SEMA3G_O60462_Q9HCM2	simple:Q9NS98	complex:O60462_Q9HCM2	SEMA3G		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC076BD8E87	SEMA3C_O60462_Q9UIW2	simple:Q99985	complex:O60462_Q9UIW2	SEMA3C		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC071A674D3	SEMA3B_O60462_Q9UIW2	simple:Q13214	complex:O60462_Q9UIW2	SEMA3B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0D4CA5D92	FGF18_FGFR4	simple:O76093	simple:P22455	FGF18	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0AC594A8E	FGF17_FGFR4	simple:O60258	simple:P22455	FGF17	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS07B324162	FGF9_FGFR2	simple:P31371	simple:P21802	FGF9	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	FGF1	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	FGF18	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	FGF17	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	FGF10	FGFR2	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09015A868	FGF23_FGFR1	simple:Q9GZV9	simple:P11362	FGF23	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0BE6B1E97	FGF9_FGFR1	simple:P31371	simple:P11362	FGF9	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	FGF1	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0F2C6A4D4	FGF18_FGFR1	simple:O76093	simple:P11362	FGF18	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	FGF17	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	FGF10	FGFR1	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0FEC3BA72	SEMA3G_O60462_Q9UIW2	simple:Q9NS98	complex:O60462_Q9UIW2	SEMA3G		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09A1EC2FA	SEMA3F_O60462_Q9UIW2	simple:Q13275	complex:O60462_Q9UIW2	SEMA3F		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06D29FEEF	SEMA3D_O60462_Q9UIW2	simple:O95025	complex:O60462_Q9UIW2	SEMA3D		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	FGF2	FGFR4	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0DDE5B056	INHBB_Q8NER5_Q13705	simple:P09529	complex:Q8NER5_Q13705	INHBB		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0778F55B3	GDF11_P36897_Q13705	simple:O95390	complex:P36897_Q13705	GDF11		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC065ECDD42	WNT2B_Q9ULW2_O75197	simple:Q93097	complex:Q9ULW2_O75197	WNT2B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC000D56BAC	WNT4_Q9ULW2_O75197	simple:P56705	complex:Q9ULW2_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02C203FD7	WNT9A_Q9ULW2_O75197	simple:O14904	complex:Q9ULW2_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC07AB5E202	WNT6_Q9ULV1_O75197	simple:Q9Y6F9	complex:Q9ULV1_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC09E254C91	WNT4_Q9ULV1_O75197	simple:P56705	complex:Q9ULV1_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0761E791E	WNT9A_Q9ULV1_O75197	simple:O14904	complex:Q9ULV1_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC095353D95	WNT6_Q9NPG1_O75197	simple:Q9Y6F9	complex:Q9NPG1_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F9D57E34	WNT2B_Q9NPG1_O75197	simple:Q93097	complex:Q9NPG1_O75197	WNT2B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A0D98C8D	WNT4_Q9NPG1_O75197	simple:P56705	complex:Q9NPG1_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0456F779D	WNT9A_Q9NPG1_O75197	simple:O14904	complex:Q9NPG1_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0D9F9EAC4	WNT6_Q9H461_O75197	simple:Q9Y6F9	complex:Q9H461_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0E2E03198	WNT2B_Q9H461_O75197	simple:Q93097	complex:Q9H461_O75197	WNT2B		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0281AB653	WNT4_Q9H461_O75197	simple:P56705	complex:Q9H461_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC06E9CD488	WNT9A_Q9H461_O75197	simple:O14904	complex:Q9H461_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0E813ADB8	WNT6_Q14332_O75197	simple:Q9Y6F9	complex:Q14332_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F5F1246D	WNT4_Q14332_O75197	simple:P56705	complex:Q14332_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0916BE5A5	WNT9A_Q14332_O75197	simple:O14904	complex:Q14332_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CA5B26F5	WNT6_Q9ULW2_O75197	simple:Q9Y6F9	complex:Q9ULW2_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0C23F0F29	INHBB_Q8NER5_P27037	simple:P09529	complex:Q8NER5_P27037	INHBB		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC03A513E23	WNT9A_Q9UP38_O75197	simple:O14904	complex:Q9UP38_O75197	WNT9A		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F5ED1270	WNT6_Q9UP38_O75197	simple:Q9Y6F9	complex:Q9UP38_O75197	WNT6		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0466A8119	MSTN_P36897_Q13705	simple:O14793	complex:P36897_Q13705	MSTN		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC08FD210B3	GDF11_P36897_P27037	simple:O95390	complex:P36897_P27037	GDF11		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0714B4284	MSTN_P36897_P27037	simple:O14793	complex:P36897_P27037	MSTN		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC02AF48EC8	GDF11_P36896_Q13705	simple:O95390	complex:P36896_Q13705	GDF11		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC04BDF1619	INHBB_P36896_Q13705	simple:P09529	complex:P36896_Q13705	INHBB		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0CA6F0499	INHBA_P36896_Q13705	simple:P08476	complex:P36896_Q13705	INHBA		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC01653E39F	MSTN_P36896_Q13705	simple:O14793	complex:P36896_Q13705	MSTN		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC05D4ADB3D	GDF10_P36896_P27037	simple:P55107	complex:P36896_P27037	GDF10		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0801782AE	INHBB_P36896_P27037	simple:P09529	complex:P36896_P27037	INHBB		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0FD3AE9DD	INHBA_P36896_P27037	simple:P08476	complex:P36896_P27037	INHBA		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0A1E7CCAA	MSTN_P36896_P27037	simple:O14793	complex:P36896_P27037	MSTN		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0F8F6FB88	TGFA_P00533_P04626	simple:P01135	complex:P00533_P04626	TGFA		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC071625F4B	EGF_P00533_P04626	simple:P01133	complex:P00533_P04626	EGF		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0012A9818	BTC_P00533_P04626	simple:P35070	complex:P00533_P04626	BTC		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS0CC966B71	BTC_EGFR	simple:P35070	simple:P00533	BTC	EGFR	False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SC0968CCEC2	WNT4_Q9UP38_O75197	simple:P56705	complex:Q9UP38_O75197	WNT4		False	False	False	user_curated	False	1.5779999999999998																																																																
CPI-SS030D85815	IL17B_IL17RB	simple:Q9UHF5	simple:Q9NRM6	IL17B	IL17RB	False	False	False	user_curated	False	1.5779999999999998																																																																
